jahr,hauptgruppe,untergruppe,nfr,thg,thg_agg,emission,quelle,einheit,einheit_lang
1996,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1997,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1998,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1999,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2000,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2001,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2002,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2003,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2004,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2005,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2006,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2007,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2008,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2009,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2010,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2011,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2012,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2013,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2014,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2015,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2016,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2017,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2018,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2019,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2020,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2021,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2022,Landwirtschaft,Fermentation bei der Verdauung,3A,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1990,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
1991,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
1992,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
1993,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
1994,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
1995,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
1996,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
1997,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
1998,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
1999,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2000,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2001,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2002,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2003,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2004,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2005,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2006,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2007,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2008,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2009,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2010,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2011,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2012,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2013,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2014,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2015,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2016,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2017,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2018,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2019,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2020,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2021,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
2022,Landwirtschaft,Wirtschaftsdünger-Management,3B,CO2,CO2eq,0,Region,t/a,Tonnen pro Jahr
1990,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,40224.768330446175,Region,t/a,Tonnen pro Jahr
1991,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,40087.01008925999,Region,t/a,Tonnen pro Jahr
1992,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,39732.74528014628,Region,t/a,Tonnen pro Jahr
1993,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,39747.007586027394,Region,t/a,Tonnen pro Jahr
1994,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,39395.64695593609,Region,t/a,Tonnen pro Jahr
1995,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,39394.06923582246,Region,t/a,Tonnen pro Jahr
1996,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,37941.95661732884,Region,t/a,Tonnen pro Jahr
1997,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,36708.15615629118,Region,t/a,Tonnen pro Jahr
1998,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,36033.57114074901,Region,t/a,Tonnen pro Jahr
1999,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,33907.63236397191,Region,t/a,Tonnen pro Jahr
2000,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,33439.7172312395,Region,t/a,Tonnen pro Jahr
2001,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,33108.55759237406,Region,t/a,Tonnen pro Jahr
2002,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,31855.866730369646,Region,t/a,Tonnen pro Jahr
2003,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,31774.851757074408,Region,t/a,Tonnen pro Jahr
2004,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,31417.972347599178,Region,t/a,Tonnen pro Jahr
2005,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,32130.66047533606,Region,t/a,Tonnen pro Jahr
2006,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,32591.623398291555,Region,t/a,Tonnen pro Jahr
2007,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,32596.341872181692,Region,t/a,Tonnen pro Jahr
2008,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,33580.117601850696,Region,t/a,Tonnen pro Jahr
2009,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,32841.22083695932,Region,t/a,Tonnen pro Jahr
2010,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,32777.68245792954,Region,t/a,Tonnen pro Jahr
2011,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,33620.1521336762,Region,t/a,Tonnen pro Jahr
2012,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,33844.94854771495,Region,t/a,Tonnen pro Jahr
2013,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,33289.37797374111,Region,t/a,Tonnen pro Jahr
2014,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,34393.34577880227,Region,t/a,Tonnen pro Jahr
2015,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,34148.183918725575,Region,t/a,Tonnen pro Jahr
2016,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,33665.241685169225,Region,t/a,Tonnen pro Jahr
2017,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,32642.672848688726,Region,t/a,Tonnen pro Jahr
2018,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,32416.996247456944,Region,t/a,Tonnen pro Jahr
2019,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,30975.71335997295,Region,t/a,Tonnen pro Jahr
2020,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,30512.58056149685,Region,t/a,Tonnen pro Jahr
2021,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,30241.403588810535,Region,t/a,Tonnen pro Jahr
2022,Landwirtschaft,Wirtschaftsdünger-Management,3B,CH4,CO2eq,30199.97836658318,Region,t/a,Tonnen pro Jahr
1990,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,18048.99814349283,Region,t/a,Tonnen pro Jahr
1991,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,17729.4421928481,Region,t/a,Tonnen pro Jahr
1992,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,17153.49821764855,Region,t/a,Tonnen pro Jahr
1993,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,16678.73483456745,Region,t/a,Tonnen pro Jahr
1994,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,16735.27535592571,Region,t/a,Tonnen pro Jahr
1995,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,16380.600664916621,Region,t/a,Tonnen pro Jahr
1996,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,16204.235397249951,Region,t/a,Tonnen pro Jahr
1997,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,15273.78408253587,Region,t/a,Tonnen pro Jahr
1998,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,14276.204113103606,Region,t/a,Tonnen pro Jahr
1999,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,13095.287871768594,Region,t/a,Tonnen pro Jahr
2000,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,12864.947674008397,Region,t/a,Tonnen pro Jahr
2001,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,12365.95476204322,Region,t/a,Tonnen pro Jahr
2002,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,11707.503196101954,Region,t/a,Tonnen pro Jahr
2003,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,11580.637332679486,Region,t/a,Tonnen pro Jahr
2004,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,11005.08769068889,Region,t/a,Tonnen pro Jahr
2005,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,10977.048541481605,Region,t/a,Tonnen pro Jahr
2006,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,10785.437976586303,Region,t/a,Tonnen pro Jahr
2007,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,10819.68886918489,Region,t/a,Tonnen pro Jahr
2008,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,11460.933119888576,Region,t/a,Tonnen pro Jahr
2009,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,11476.859938059612,Region,t/a,Tonnen pro Jahr
2010,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,11521.379544269075,Region,t/a,Tonnen pro Jahr
2011,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,11820.379023669351,Region,t/a,Tonnen pro Jahr
2012,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,11936.234934231967,Region,t/a,Tonnen pro Jahr
2013,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,11831.343710180437,Region,t/a,Tonnen pro Jahr
2014,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,12154.198868439858,Region,t/a,Tonnen pro Jahr
2015,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,12003.780370627099,Region,t/a,Tonnen pro Jahr
2016,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,12042.32190576604,Region,t/a,Tonnen pro Jahr
2017,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,11811.945941131962,Region,t/a,Tonnen pro Jahr
2018,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,12074.426076159754,Region,t/a,Tonnen pro Jahr
2019,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,11946.374074241568,Region,t/a,Tonnen pro Jahr
2020,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,11923.585221541309,Region,t/a,Tonnen pro Jahr
2021,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,11894.690160709966,Region,t/a,Tonnen pro Jahr
2022,Landwirtschaft,Wirtschaftsdünger-Management,3B,N2O,CO2eq,11967.075123194647,Region,t/a,Tonnen pro Jahr
1990,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1991,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1992,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1993,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1994,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1995,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1996,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1997,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1998,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1999,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2000,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2001,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2002,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2003,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2004,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2005,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2006,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2007,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2008,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2009,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2010,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2011,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2012,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2013,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2014,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2015,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2016,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2017,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2018,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2019,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2020,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2021,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2022,Landwirtschaft,Wirtschaftsdünger-Management,3B,HFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1990,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1991,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1992,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1993,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1994,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1995,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1996,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1997,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1998,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1999,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2000,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2001,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2002,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2003,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2004,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2005,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2006,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2007,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2008,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2009,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2010,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2011,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2012,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2013,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2014,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2015,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2016,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2017,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2018,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2019,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2020,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2021,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
2022,Landwirtschaft,Wirtschaftsdünger-Management,3B,PFC,CO2eq,0,Region,t/a,Tonnen pro Jahr
1990,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1991,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1992,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1993,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1994,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1995,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1996,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1997,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1998,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
1999,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2000,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2001,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2002,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2003,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2004,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2005,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2006,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2007,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2008,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2009,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2010,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2011,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2012,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2013,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2014,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2015,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2016,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2017,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2018,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
2019,Landwirtschaft,Wirtschaftsdünger-Management,3B,SF6,CO2eq,0,Region,t/a,Tonnen pro Jahr
